13:44:51.391 INFO  - Прошла операция
23:33:19.510 INFO  - Баланс карт: 1111111111111111: 98.99, 2222222222222222: 101.0 
23:33:45.761 INFO  - Зарегестрирован новый перевод: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 100.0, currency RUR, commission 1.0
23:34:09.126 INFO  - Перевод подтвержден: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 100.0, currency RUR, commission 1.0
23:34:09.126 INFO  - Баланс карт: 1111111111111111: 98.99, 2222222222222222: 101.0 
23:35:51.209 INFO  - Перевод подтвержден: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 100.0, currency RUR, commission 1.0
23:35:51.210 INFO  - Баланс карт: 1111111111111111: 98.99, 2222222222222222: 101.0 
23:38:38.682 INFO  - Перевод подтвержден: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 100.0, currency RUR, commission 1.0
23:38:38.682 INFO  - Баланс карт: 1111111111111111: 998.99, 2222222222222222: 1001.0 
23:38:38.730 INFO  - Зарегестрирован новый перевод: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 100.0, currency RUR, commission 1.0
23:41:10.592 INFO  - Перевод подтвержден: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 10.0, currency RUR, commission 0.1
23:41:10.593 INFO  - Баланс карт: 1111111111111111: 9989.9, 2222222222222222: 10010.0 
23:41:10.644 INFO  - Зарегестрирован новый перевод: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 10.0, currency RUR, commission 0.1
23:42:52.149 INFO  - Зарегестрирован новый перевод: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 1000.0, currency RUR, commission 10.0
23:42:52.180 INFO  - Перевод подтвержден: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 1000.0, currency RUR, commission 10.0
23:42:52.180 INFO  - Баланс карт: 1111111111111111: 8990.0, 2222222222222222: 11000.0 
23:53:55.271 INFO  - Перевод подтвержден: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 1000.0, currency RUR, commission 10.0
23:53:55.271 INFO  - Баланс карт: 1111111111111111: 998990.0, 2222222222222222: 1001000.0 
23:53:55.339 INFO  - Зарегестрирован новый перевод: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 1000.0, currency RUR, commission 10.0
23:53:55.438 INFO  - Перевод подтвержден: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 10.0, currency RUR, commission 0.1
23:53:55.439 INFO  - Баланс карт: 1111111111111111: 9989.9, 2222222222222222: 10010.0 
23:53:55.463 INFO  - Зарегестрирован новый перевод: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 10.0, currency RUR, commission 0.1
01:50:40.166 INFO  - Перевод подтвержден: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 10.0, currency RUR, commission 0.1
01:50:40.173 INFO  - Баланс карт: 1111111111111111: 9989.9, 2222222222222222: 10010.0 
01:50:40.223 INFO  - Зарегестрирован новый перевод: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 10.0, currency RUR, commission 0.1
01:55:50.801 INFO  - Зарегестрирован новый перевод: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 10.0, currency RUR, commission 0.1
01:58:02.610 INFO  - Зарегестрирован новый перевод: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 10.0, currency RUR, commission 0.1
01:58:02.641 INFO  - Перевод подтвержден: Operation id 1, CardFrom 1111111111111111, CardTo 2222222222222222, amount 10.0, currency RUR, commission 0.1
01:58:02.642 INFO  - Баланс карт: 1111111111111111: 9989.9, 2222222222222222: 10010.0 
